Pincode,Prepaid,Reverse Pickup,COD,City,State Code,Express TAT,Surface TAT,Zone,BD-Zone,BD-State Code,BD-serviceable status
110068,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
313902,Y,Y,Y,Sarada,RJ,2,3,D1,No service,No service,EDL /ODA
624613,Y,Y,Y,Palani,TN,3,5,D2,No service,No service,EDL /ODA
843161,Y,Y,Y,Muzaffarpur,BR,3,3,D1,No service,No service,EDL /ODA
679337,Y,Y,Y,Sankaramangalam,KL,4,5,D2,No service,No service,EDL /ODA
207124,Y,Y,Y,Kasganj,UP,2,2,B,No service,No service,EDL /ODA
695122,Y,Y,Y,Thiruvananthapuram,KL,3,5,D2,No service,No service,EDL /ODA
577502,Y,Y,Y,Chitradurga,KA,3,5,D2,No service,No service,EDL /ODA
312002,Y,Y,Y,Chittaurgarh,RJ,3,3,D1,No service,No service,0
444701,Y,Y,Y,Amravati,MH,2,3,D1,WEST,AMT,Yes
583101,Y,Y,Y,Bellary,KA,2,4,D2,SOUTH,YBL,Yes
827013,Y,Y,Y,Bokaro,JH,3,3,D1,EAST,BOK,Yes
250611,Y,Y,Y,Baraut,UP,2,2,B,NORTH,BRU,Yes
560068,Y,Y,Y,Bangalore,KA,2,4,C2,SOUTH,BLR,Yes
607106,Y,Y,Y,Panruti,TN,3,4,D2,SOUTH,XUT,Yes
788163,Y,Y,Y,Hailakandi,AS,3,5,E,No service,No service,EDL /ODA
734217,Y,Y,Y,Kurseong,WB,2,3,D2,No service,No service,EDL /ODA
582204,Y,Y,Y,Gadag,KA,3,4,D2,No service,No service,EDL /ODA
609115,Y,Y,Y,Sirkazhi,TN,3,5,D2,No service,No service,EDL /ODA
380059,Y,Y,Y,Bopal,GJ,2,3,#N/A,WEST,AHD,Yes
623537,Y,Y,Y,Ramanathapuram,TN,3,5,D2,No service,No service,EDL /ODA
518396,Y,Y,Y,Guntakal,AP,3,4,D2,No service,No service,EDL /ODA
632504,Y,Y,Y,Arani,TN,2,4,D2,No service,No service,EDL /ODA
680615,Y,Y,Y,Irinjalakuda,KL,3,5,D2,No service,No service,0
442503,Y,Y,Y,Wani,MH,3,3,D1,No service,No service,EDL /ODA
689548,Y,Y,Y,Kozhenchery,KL,3,5,D2,No service,No service,EDL /ODA
441404,Y,Y,Y,Nagpur,MH,2,3,D1,No service,No service,EDL /ODA
796186,Y,Y,Y,Thenzawl,MZ,5,7,E,No service,No service,0
403512,Y,Y,Y,Goa,GA,3,4,D2,No service,No service,EDL /ODA
523326,Y,Y,Y,Yerragonda Palem,AP,3,4,D2,No service,No service,0
627128,Y,Y,Y,Nagercoil,TN,3,5,D2,No service,No service,0
141017,Y,Y,Y,Ludhiana,PB,2,2,B,NORTH,LDH,Yes
822125,Y,Y,Y,Ranka,JH,4,4,D1,No service,No service,EDL /ODA
517102,Y,Y,Y,Tirupati,AP,3,4,D2,No service,No service,EDL /ODA
521402,Y,Y,Y,Bonakal,TS,3,4,D2,No service,No service,EDL /ODA
785613,Y,Y,Y,Golaghat,AS,3,5,E,EAST,GLO,Yes
500105,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
711411,Y,Y,Y,Howrah,WB,2,3,C2,No service,No service,EDL /ODA
691544,Y,Y,Y,Kottarakkara,KL,3,5,D2,No service,No service,EDL /ODA
600116,Y,Y,Y,Chennai,TN,2,4,C2,SOUTH,MAA,Yes
643217,Y,Y,Y,Kotagiri,TN,2,4,D2,No service,No service,EDL /ODA
193123,Y,Y,Y,Uri,JK,#N/A,#N/A,F,No service,No service,0
474007,Y,Y,Y,Gwalior,MP,2,2,B,WEST,GWL,Yes
403714,Y,Y,Y,Goa,GA,3,4,D2,No service,No service,EDL /ODA
583287,Y,Y,Y,Koppal,KA,3,4,D2,No service,No service,0
441213,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,0
581396,Y,Y,Y,Mallapur,KA,3,4,D2,No service,No service,EDL /ODA
712149,Y,Y,Y,Pandua,WB,3,3,C2,No service,No service,EDL /ODA
141315,Y,Y,Y,Jalandhar,PB,2,2,B,No service,No service,0
497557,Y,Y,Y,Chirimiri,CG,4,4,D1,No service,No service,EDL /ODA
321415,Y,Y,Y,Rupbas,RJ,2,2,B,No service,No service,0
416214,Y,Y,Y,Bambavade,MH,3,4,D2,No service,No service,EDL /ODA
201313,Y,Y,Y,Noida,UP,1,1,A,NORTH,NDA,Yes
144105,Y,Y,Y,Adampur,PB,2,2,B,No service,No service,EDL /ODA
713158,Y,Y,Y,Manteswar,WB,3,4,D1,No service,No service,EDL /ODA
586206,Y,Y,Y,Afzalpur,KA,3,4,D2,No service,No service,EDL /ODA
713123,Y,Y,Y,Ghanashyampur,WB,3,4,D1,No service,No service,EDL /ODA
792120,Y,Y,Y,Changlang,AR,2,5,E,No service,No service,EDL /ODA
523121,Y,Y,Y,Kanigiri,AP,3,4,D2,No service,No service,0
505302,Y,Y,Y,Sircilla,TS,3,4,D2,SOUTH,SCE,Yes
841503,Y,Y,Y,Kuchaikote,BR,3,3,D1,No service,No service,EDL /ODA
402305,Y,Y,Y,Mahad,MH,3,4,D2,No service,No service,EDL /ODA
784506,Y,Y,Y,Thelamara,AS,3,4,E,No service,No service,EDL /ODA
695615,Y,Y,Y,Venjaramoodu,KL,3,5,D2,No service,No service,EDL /ODA
614804,Y,Y,Y,Peravurani,TN,3,5,D2,No service,No service,EDL /ODA
400083,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
521190,Y,Y,Y,Nandigama,AP,3,4,D2,No service,No service,0
688564,Y,Y,Y,Alappuzha,KL,3,5,D2,No service,No service,EDL /ODA
506313,Y,Y,Y,Rayaparthi,TS,3,4,D2,No service,No service,0
416207,Y,Y,Y,Kolhapur,MH,2,4,D2,No service,No service,EDL /ODA
581363,Y,Y,Y,Dandeli,KA,3,4,D2,No service,No service,EDL /ODA
679522,Y,Y,Y,Shoranur,KL,4,5,D2,No service,No service,EDL /ODA
733208,Y,Y,Y,Islampure,WB,2,4,D1,No service,No service,EDL /ODA
487118,Y,Y,Y,Narsinghpur,MP,3,3,D1,No service,No service,EDL /ODA
574108,Y,Y,Y,Karkala,KA,3,4,D2,No service,No service,EDL /ODA
509102,Y,Y,Y,Kollapur,TS,3,4,D2,No service,No service,EDL /ODA
416810,Y,Y,Y,Talere,MH,3,4,D2,No service,No service,EDL /ODA
735231,Y,Y,Y,Jholung,WB,2,3,#N/A,No service,No service,EDL /ODA
365610,Y,Y,Y,Amreli,GJ,3,4,D1,No service,No service,EDL /ODA
572201,Y,Y,Y,Tiptur,KA,3,5,D2,No service,No service,EDL /ODA
515662,Y,Y,Y,Anantapur,AP,2,4,D2,No service,No service,EDL /ODA
731127,Y,Y,Y,Rampurhat,WB,3,4,D1,No service,No service,EDL /ODA
277214,Y,Y,Y,Bariya,UP,3,3,D1,No service,No service,0
412103,Y,Y,Y,Phaltan,MH,3,4,D2,No service,No service,EDL /ODA
485666,Y,Y,Y,Jaitwara,MP,3,3,D1,No service,No service,EDL /ODA
605758,Y,Y,Y,Thirukoilure,TN,3,4,D2,No service,No service,EDL /ODA
603003,Y,Y,Y,Chengalpattu,TN,3,4,D2,No service,No service,EDL /ODA
401103,Y,Y,Y,Boisar,MH,2,3,D1,No service,No service,EDL /ODA
122012,Y,Y,Y,Gurgaon,HR,1,1,A,NORTH,GGN,Yes
741234,Y,Y,Y,Kalyani,WB,2,3,C2,No service,No service,EDL /ODA
688533,Y,Y,Y,Cochin,KL,2,5,D2,No service,No service,EDL /ODA
181121,Y,Y,Y,Jammu,JK,2,3,E,NORTH,JMU,Yes
261402,Y,Y,Y,Mishrikh,UP,2,2,B,No service,No service,EDL /ODA
641004,Y,Y,Y,Coimbatore,TN,2,4,D2,SOUTH,CJB,Yes
638311,Y,Y,Y,Anthiyour,TN,3,4,#N/A,No service,No service,EDL /ODA
722165,Y,Y,Y,Bishnupur,WB,3,3,D1,No service,No service,EDL /ODA
591240,Y,Y,Y,Athani,KA,3,4,D2,No service,No service,EDL /ODA
573129,Y,Y,Y,Hassan,KA,3,5,D2,No service,No service,EDL /ODA
209503,Y,Y,Y,Farrukhabad,UP,2,2,B,No service,No service,EDL /ODA
622002,Y,Y,Y,Ponnamaravathi,TN,3,5,D2,No service,No service,EDL /ODA
785615,Y,Y,Y,Bokakhat,AS,3,5,E,EAST,BKO,Yes
560086,Y,Y,Y,Bangalore,KA,2,4,C2,SOUTH,BLR,Yes
731234,Y,Y,Y,Rampurhat,WB,3,4,D1,No service,No service,EDL /ODA
712245,Y,Y,Y,Bally,WB,2,3,C2,EAST,BLI,Yes
143531,Y,Y,Y,Dinanagar,PB,3,3,B,No service,No service,EDL /ODA
632603,Y,Y,Y,Gudiyattam,TN,3,4,D2,No service,No service,EDL /ODA
614612,Y,Y,Y,Peravurani,TN,3,5,D2,No service,No service,EDL /ODA
173225,Y,Y,Y,Kunihar,HP,3,3,E,No service,No service,EDL /ODA
639007,Y,Y,Y,Karur,TN,3,4,D2,No service,No service,EDL /ODA
847112,Y,Y,Y,Madhubani,BR,2,3,D1,No service,No service,0
829205,Y,Y,Y,Khalari-JR,JH,2,3,D1,No service,No service,EDL /ODA
283104,Y,Y,Y,Fatehabad-UP,UP,2,2,B,No service,No service,EDL /ODA
691551,Y,Y,Y,Adoor,KL,3,5,D2,No service,No service,EDL /ODA
700091,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
415709,Y,Y,Y,Khed,MH,3,4,D2,No service,No service,EDL /ODA
761019,Y,Y,Y,Kodala,OR,2,4,D2,No service,No service,EDL /ODA
342606,Y,Y,Y,Gotan,RJ,3,3,D1,No service,No service,EDL /ODA
333021,Y,Y,Y,Udaipurwati,RJ,2,2,B,No service,No service,EDL /ODA
603302,Y,Y,Y,Chengalpattu,TN,3,4,D2,No service,No service,EDL /ODA
621706,Y,Y,Y,Thirukkattupalli,TN,3,5,D2,No service,No service,EDL /ODA
395013,Y,Y,Y,Surat,GJ,2,3,D1,WEST,SUR,Yes
413228,Y,Y,Y,Solapur,MH,3,4,D2,No service,No service,EDL /ODA
689597,Y,Y,Y,Karukachal,KL,3,5,D2,No service,No service,EDL /ODA
456001,Y,Y,Y,Ujjain,MP,2,3,D1,No service,No service,EDL /ODA
531028,Y,Y,Y,Chodavaram,AP,2,4,D2,No service,No service,0
495113,Y,Y,Y,Ratanpur,CG,3,4,D1,No service,No service,EDL /ODA
678553,Y,Y,Y,Palakkad,KL,3,4,D2,No service,No service,EDL /ODA
361350,Y,Y,Y,Dwarka,GJ,3,3,D1,No service,No service,EDL /ODA
531111,Y,Y,Y,Chintapalli,AP,2,4,D2,No service,No service,0
678001,Y,Y,Y,Palakkad,KL,3,4,D2,SOUTH,PLG,Yes
835304,Y,Y,Y,Lohardaga,JH,2,3,D1,No service,No service,EDL /ODA
413215,Y,Y,Y,Mandrup,MH,3,4,D2,No service,No service,EDL /ODA
782010,Y,Y,Y,Nagaon,AS,3,4,E,No service,No service,0
533124,Y,Y,Y,Rajahmundry,AP,3,4,D2,No service,No service,EDL /ODA
612101,Y,Y,Y,Kumbakonam,TN,3,5,D2,No service,No service,EDL /ODA
131409,Y,Y,Y,Sonipat,HR,2,2,A,No service,No service,EDL /ODA
470115,Y,Y,Y,Khurai,MP,3,3,D1,No service,No service,EDL /ODA
248012,Y,Y,Y,Dehradun,UK,2,2,B,No service,No service,EDL /ODA
425305,Y,Y,Y,Bhusawal,MH,3,4,D1,No service,No service,EDL /ODA
312027,Y,Y,Y,Mandphiya,RJ,2,3,D1,No service,No service,0
413253,Y,Y,Y,Solapur,MH,3,4,D2,No service,No service,EDL /ODA
126116,Y,Y,Y,Jind,HR,2,2,B,No service,No service,EDL /ODA
713344,Y,Y,Y,Asansol,WB,3,3,D1,No service,No service,EDL /ODA
206248,Y,Y,Y,Bidhuna,UP,2,2,B,No service,No service,EDL /ODA
605401,Y,Y,Y,Viluppuram,TN,3,4,D2,No service,No service,EDL /ODA
508223,Y,Y,Y,Thirumalagiri,TS,3,4,D2,No service,No service,EDL /ODA
574179,Y,Y,Y,Surathkal,KA,3,4,D2,No service,No service,EDL /ODA
713420,Y,Y,Y,Panagarh,WB,2,3,D1,No service,No service,EDL /ODA
226019,Y,Y,Y,Lucknow,UP,2,2,D1,NORTH,LCK,Yes
623517,Y,Y,Y,Ramanathapuram,TN,3,5,D2,No service,No service,EDL /ODA
523108,Y,Y,Y,Pamuru,AP,3,4,D2,No service,No service,EDL /ODA
783348,Y,Y,Y,Bilasipara,AS,4,4,E,No service,No service,0
686641,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
403107,Y,Y,Y,Goa,GA,3,4,D2,WEST,PNJ,Yes
670595,Y,Y,Y,Kannur,KL,3,5,D2,No service,No service,EDL /ODA
388201,Y,Y,Y,Anand,GJ,2,3,D1,No service,No service,0
735140,Y,Y,Y,Jalpaiguri,WB,2,3,D2,No service,No service,EDL /ODA
224158,Y,Y,Y,Kumarganj,UP,3,3,D1,No service,No service,EDL /ODA
627109,Y,Y,Y,Vallioor,TN,3,5,D2,No service,No service,EDL /ODA
226103,Y,Y,Y,Malihabad,UP,2,2,B,No service,No service,EDL /ODA
262401,Y,Y,Y,Kashipur,UK,2,2,B,No service,No service,EDL /ODA
201309,Y,Y,Y,Noida,UP,1,1,A,NORTH,NDA,Yes
181145,Y,Y,Y,Jammu,JK,2,3,E,No service,No service,EDL /ODA
131029,Y,Y,Y,Sonipat,HR,2,2,A,NORTH,JEI,Yes
175050,Y,Y,Y,Sarkaghat,HP,2,3,E,No service,No service,EDL /ODA
402301,Y,Y,Y,Mahad,MH,3,4,D2,No service,No service,EDL /ODA
680582,Y,Y,Y,Shoranur,KL,4,5,D2,No service,No service,EDL /ODA
411501,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,0
370415,Y,Y,Y,Mundra,GJ,3,4,D1,No service,No service,EDL /ODA
276123,Y,Y,Y,Kerakat,UP,2,3,D1,No service,No service,EDL /ODA
212205,Y,Y,Y,Bharwari,UP,2,2,D1,No service,No service,0
691539,Y,Y,Y,Ayoor,KL,3,5,D2,No service,No service,EDL /ODA
762015,Y,Y,Y,Sonepur-OR,OR,2,4,D1,No service,No service,EDL /ODA
786004,Y,Y,Y,Dibrugarh,AS,2,5,E,EAST,DIB,Yes
783345,Y,Y,Y,Bilasipara,AS,4,4,E,No service,No service,EDL /ODA
695603,Y,Y,Y,Parippally,KL,3,5,D2,No service,No service,EDL /ODA
248018,Y,Y,Y,Dehradun,UK,2,2,B,No service,No service,0
712414,Y,Y,Y,Tarkeshwar,WB,2,3,D2,No service,No service,EDL /ODA
762013,Y,Y,Y,Puranakatak,OR,2,4,D2,No service,No service,EDL /ODA
752070,Y,Y,Y,Nayagarh,OR,2,4,D2,EAST,NYG,Yes
843118,Y,Y,Y,Dholi,BR,3,3,D1,No service,No service,EDL /ODA
232104,Y,Y,Y,Chandauli,UP,3,3,D1,No service,No service,EDL /ODA
471301,Y,Y,Y,Malhera,MP,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
742169,Y,Y,Y,Raghunathganj,WB,2,4,D2,No service,No service,0
384410,Y,Y,Y,Mehsana,GJ,3,4,D1,No service,No service,EDL /ODA
414001,Y,Y,Y,Ahmednagar,MH,3,4,D1,WEST,XHX,Yes
574232,Y,Y,Y,Panja,KA,3,4,#N/A,No service,No service,EDL /ODA
387320,Y,Y,Y,Nadiad,GJ,2,3,D1,WEST,NDD,Yes
854334,Y,Y,Y,Araria,BR,3,3,D1,No service,No service,EDL /ODA
370140,Y,Y,Y,Bhachau,GJ,3,4,D1,No service,No service,EDL /ODA
691020,Y,Y,Y,Kollam,KL,3,5,D2,SOUTH,QUI,Yes
523190,Y,Y,Y,Addanki,AP,3,4,D2,No service,No service,EDL /ODA
743291,Y,Y,Y,Basirhat,WB,2,3,D2,No service,No service,EDL /ODA
642001,Y,Y,Y,Pollachi,TN,2,4,D2,SOUTH,POL,Yes
574211,Y,Y,Y,Bantwal,KA,3,4,D2,No service,No service,EDL /ODA
192401,Y,Y,Y,Anantnag,JK,4,4,F,No service,No service,0
635651,Y,Y,Y,Tiruppattur,TN,3,4,D2,No service,No service,0
678512,Y,Y,Y,Nenmara,KL,4,5,D2,No service,No service,EDL /ODA
673001,Y,Y,Y,Kozhikode,KL,2,5,D2,SOUTH,CLT,Yes
628753,Y,Y,Y,Eral,TN,3,5,D2,No service,No service,EDL /ODA
140114,Y,Y,Y,Anandpur Sahib,PB,2,2,B,No service,No service,EDL /ODA
229415,Y,Y,Y,Lal Gopalganj,UP,2,2,D1,No service,No service,EDL /ODA
342028,Y,Y,Y,Balesar,RJ,3,3,D1,No service,No service,EDL /ODA
848506,Y,Y,Y,Mohiuddin Nagar,BR,2,3,D1,No service,No service,EDL /ODA
517561,Y,Y,Y,Tirupati,AP,3,4,D2,No service,No service,EDL /ODA
143149,Y,Y,Y,Tarsikka,PB,2,2,B,No service,No service,EDL /ODA
721232,Y,Y,Y,Ghatal,WB,2,3,D2,No service,No service,EDL /ODA
496109,Y,Y,Y,Raigarh,CG,4,4,D1,No service,No service,EDL /ODA
791121,Y,Y,Y,North Lakhimpur,AS,4,5,E,No service,No service,0
342901,Y,Y,Y,Gotan,RJ,3,3,D1,No service,No service,EDL /ODA
695616,Y,Y,Y,Pangodu,KL,3,5,D2,No service,No service,EDL /ODA
795007,Y,Y,Y,Senapati,MN,5,6,F,No service,No service,0
470113,Y,Y,Y,Bina,MP,2,2,D1,No service,No service,EDL /ODA
423104,Y,Y,Y,Manmad,MH,3,4,D1,No service,No service,EDL /ODA
191113,Y,Y,Y,Srinagar,JK,3,5,F,No service,No service,0
523327,Y,Y,Y,Yerragonda Palem,AP,3,4,D2,No service,No service,0
560095,Y,Y,Y,Bangalore,KA,2,4,C2,SOUTH,BLR,Yes
768130,Y,Y,Y,Sambalpur,OR,2,4,D1,No service,No service,0
444714,Y,Y,Y,Morshi,MH,2,3,D1,No service,No service,0
176109,Y,Y,Y,Sujanpur,HP,3,3,E,No service,No service,EDL /ODA
393151,Y,Y,Y,Rajpipla,GJ,2,3,D1,No service,No service,EDL /ODA
721140,Y,Y,Y,Lutunia,WB,3,4,D2,No service,No service,EDL /ODA
110066,Y,Y,Y,Delhi,DL,1,1,A,NORTH,DEL,Yes
271305,Y,Y,Y,Itava,UP,3,3,D1,No service,No service,EDL /ODA
507211,Y,Y,Y,Yellandu,TS,3,4,D2,No service,No service,EDL /ODA
712137,Y,Y,Y,Hooghly,WB,2,3,C2,No service,No service,EDL /ODA
624622,Y,Y,Y,Oddanchatram,TN,3,5,D2,No service,No service,EDL /ODA
382346,Y,Y,Y,Ahmedabad,GJ,2,3,C1,WEST,AHD,Yes
135003,Y,Y,Y,Yamuna Nagar,HR,2,2,B,NORTH,YMN,Yes
624402,Y,Y,Y,Melur,TN,3,5,D2,No service,No service,EDL /ODA
741319,Y,Y,Y,Nabadwip,WB,3,4,D2,No service,No service,EDL /ODA
811309,Y,Y,Y,Surajgarha,BR,3,3,D1,No service,No service,EDL /ODA
148001,Y,Y,Y,Sangrur,PB,2,2,B,No service,No service,EDL /ODA
585213,Y,Y,Y,Gulbarga,KA,3,4,D2,No service,No service,EDL /ODA
210208,Y,Y,Y,Shankargarh,UP,2,2,D1,No service,No service,EDL /ODA
827014,Y,Y,Y,Bokaro,JH,3,3,D1,EAST,BOK,Yes
412217,Y,Y,Y,Pune,MH,2,3,C2,No service,No service,EDL /ODA
441226,Y,Y,Y,Saoli,MH,2,3,#N/A,No service,No service,EDL /ODA
302007,Y,Y,Y,Jaipur,RJ,2,2,B,NORTH,JAI,Yes
143002,Y,Y,Y,Amritsar,PB,2,2,B,NORTH,ATQ,Yes
821114,Y,Y,Y,Goh,BR,2,3,D1,No service,No service,0
721602,Y,Y,Y,Haldia,WB,2,3,D2,No service,No service,EDL /ODA
802134,Y,Y,Y,Brahmapur,BR,3,3,D1,No service,No service,EDL /ODA
741101,Y,Y,Y,Krishnanagar,WB,3,4,D2,EAST,KNR,Yes
803117,Y,Y,Y,Rajgir,BR,3,3,D1,No service,No service,EDL /ODA
342305,Y,Y,Y,Mathania,RJ,3,3,D1,No service,No service,0
232107,Y,Y,Y,Chandauli,UP,3,3,D1,No service,No service,EDL /ODA
400093,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
587202,Y,Y,Y,Ilkal,KA,3,4,D2,No service,No service,EDL /ODA
462046,Y,Y,Y,Mandideep,MP,2,3,D1,WEST,MIP,Yes
229123,Y,Y,Y,Bacchawaran,UP,2,2,D1,No service,No service,EDL /ODA
626183,Y,Y,Y,Sivakasi,TN,3,5,D2,No service,No service,0
572124,Y,Y,Y,Madhugiri,KA,3,4,D2,No service,No service,EDL /ODA
212666,Y,Y,Y,Ambuj Nagar,UP,2,2,D1,No service,No service,EDL /ODA
250222,Y,Y,Y,Daurala,UP,2,2,B,No service,No service,EDL /ODA
508222,Y,Y,Y,Tungaturthi,TS,2,4,D2,No service,No service,EDL /ODA
610104,Y,Y,Y,Thiruvarur,TN,3,5,D2,No service,No service,EDL /ODA
682014,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,COK,Yes
685507,Y,Y,Y,Kattappana,KL,3,5,D2,No service,No service,EDL /ODA
534260,Y,Y,Y,Palakollu,AP,3,4,D2,No service,No service,EDL /ODA
612605,Y,Y,Y,Kumbakonam,TN,3,5,D2,No service,No service,EDL /ODA
481662,Y,Y,Y,Tikariya,MP,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
683501,Y,Y,Y,Aluva,KL,3,5,D2,SOUTH,MPM,Yes
630103,Y,Y,Y,Karaikudi,TN,3,5,D2,SOUTH,KAD,Yes
627720,Y,Y,Y,Kovilpatti,TN,3,5,D2,No service,No service,0
400059,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
680524,Y,Y,Y,Thrissur,KL,3,5,D2,No service,No service,EDL /ODA
225406,Y,Y,Y,Dariyabad,UP,2,2,D1,No service,No service,EDL /ODA
224203,Y,Y,Y,Ayodhya,UP,#N/A,#N/A,#N/A,No service,No service,0
788712,Y,Y,Y,Karimganj,AS,3,5,E,No service,No service,0
225125,Y,Y,Y,Haidargarh,UP,2,2,D1,No service,No service,EDL /ODA
752078,Y,Y,Y,Kalapathar,OR,3,4,D2,No service,No service,EDL /ODA
621132,Y,Y,Y,Tiruchi,TN,3,5,D2,No service,No service,EDL /ODA
764049,Y,Y,Y,Nabarangapur,OR,3,4,D2,No service,No service,EDL /ODA
759125,Y,Y,Y,Puranakatak,OR,2,4,D2,No service,No service,EDL /ODA
800111,Y,Y,Y,Bihta,BR,2,3,D1,EAST,BTE,Yes
711308,Y,Y,Y,Uluberia,WB,2,3,#N/A,No service,No service,EDL /ODA
307021,Y,Y,Y,Sirohi,RJ,3,3,D1,No service,No service,EDL /ODA
421504,Y,Y,Y,Greater Thane,MH,2,3,C2,WEST,ABU,Yes
761209,Y,Y,Y,Chikiti,OR,3,4,D2,No service,No service,EDL /ODA
209821,Y,Y,Y,Bacchawaran,UP,2,2,D1,No service,No service,EDL /ODA
845415,Y,Y,Y,Dhaka,BR,3,3,D1,No service,No service,EDL /ODA
797005,Y,Y,Y,Kohima,NL,3,5,E,No service,No service,0
471105,Y,Y,Y,Chhatarpur,MP,3,3,D1,No service,No service,EDL /ODA
222132,Y,Y,Y,Jaunpur,UP,2,3,D1,No service,No service,EDL /ODA
606207,Y,Y,Y,Kallakurichi,TN,3,5,D2,No service,No service,EDL /ODA
495668,Y,Y,Y,Champa,CG,3,4,D1,No service,No service,EDL /ODA
123021,Y,Y,Y,Narnaul,HR,2,2,B,No service,No service,EDL /ODA
331504,Y,Y,Y,Ratangarh,RJ,2,2,B,No service,No service,EDL /ODA
713346,Y,Y,Y,Dubrajpur,WB,2,3,D1,No service,No service,EDL /ODA
785687,Y,Y,Y,Nazira,AS,3,5,E,No service,No service,EDL /ODA
387330,Y,Y,Y,Nadiad,GJ,2,3,D1,No service,No service,EDL /ODA
753013,Y,Y,Y,Cuttack,OR,2,3,D2,EAST,CTK,Yes
584133,Y,Y,Y,Raichur,KA,3,4,D2,No service,No service,EDL /ODA
311604,Y,Y,Y,Mandalgarh,RJ,3,3,D1,No service,No service,EDL /ODA
413709,Y,Y,Y,Shrirampur,MH,3,4,D1,No service,No service,EDL /ODA
413249,Y,Y,Y,Dongarkinhi,MH,3,4,D1,No service,No service,EDL /ODA
221503,Y,Y,Y,Saidabad,UP,2,2,D1,No service,No service,0
586112,Y,Y,Y,Indi,KA,3,4,D2,No service,No service,EDL /ODA
226001,Y,Y,Y,Lucknow,UP,2,2,D1,NORTH,LCK,Yes
736146,Y,Y,Y,Mathabhanga,WB,2,4,D2,No service,No service,EDL /ODA
483501,Y,Y,Y,Katni,MP,3,3,D1,No service,No service,EDL /ODA
507168,Y,Y,Y,Wyra,TS,3,4,#N/A,No service,No service,EDL /ODA
456550,Y,Y,Y,Agar,MP,2,3,D1,No service,No service,EDL /ODA
604153,Y,Y,Y,Gingee,TN,3,4,D2,No service,No service,EDL /ODA
388230,Y,Y,Y,Umreth,GJ,2,3,D1,No service,No service,EDL /ODA
680549,Y,Y,Y,Arimbur,KL,4,5,D2,No service,No service,EDL /ODA
263651,Y,Y,Y,Ranikhet,UK,2,2,B,No service,No service,EDL /ODA
581402,Y,Y,Y,Sirsi,KA,3,4,D2,No service,No service,EDL /ODA
531026,Y,Y,Y,Chodavaram,AP,2,4,D2,No service,No service,0
788702,Y,Y,Y,Karimganj,AS,3,5,E,No service,No service,EDL /ODA
770038,Y,Y,Y,Lahunipara,OR,3,3,D2,No service,No service,EDL /ODA
246155,Y,Y,Y,Gumkhal,UK,3,3,B,No service,No service,EDL /ODA
612701,Y,Y,Y,Kumbakonam,TN,3,5,D2,No service,No service,EDL /ODA
577223,Y,Y,Y,Honnali,KA,3,5,D2,No service,No service,EDL /ODA
142039,Y,Y,Y,Barnala,PB,2,2,B,No service,No service,EDL /ODA
221719,Y,Y,Y,Ballia,UP,3,3,D1,No service,No service,EDL /ODA
781318,Y,Y,Y,Barpeta,AS,3,4,E,No service,No service,EDL /ODA
502300,Y,Y,Y,Sangareddy,TS,3,4,C2,SOUTH,HYD,Yes
533212,Y,Y,Y,Amalapuram,AP,3,4,D2,No service,No service,EDL /ODA
843312,Y,Y,Y,Aurai,BR,3,3,D1,No service,No service,EDL /ODA
222110,Y,Y,Y,Jaunpur,UP,2,3,D1,No service,No service,EDL /ODA
416208,Y,Y,Y,Rashiwade Bk,MH,3,4,D2,No service,No service,EDL /ODA
572135,Y,Y,Y,Sira,KA,3,4,D2,No service,No service,EDL /ODA
754294,Y,Y,Y,Jagatsinghpur,OR,3,4,D2,No service,No service,EDL /ODA
412311,Y,Y,Y,Saswad,MH,2,3,D2,No service,No service,EDL /ODA
607307,Y,Y,Y,Cuddalore,TN,3,4,D2,No service,No service,0
638054,Y,Y,Y,Sathyamangalam,TN,3,4,D2,No service,No service,EDL /ODA
626003,Y,Y,Y,Virudhunagar,TN,3,5,D2,SOUTH,VNG,Yes
800027,Y,Y,Y,Patna,BR,2,3,D1,EAST,PAT,Yes
413132,Y,Y,Y,Indapur,MH,2,3,D2,No service,No service,EDL /ODA
785691,Y,Y,Y,Sonari,AS,2,6,E,No service,No service,EDL /ODA
517588,Y,Y,Y,Tada,AP,3,4,D2,SOUTH,SCT,Yes
786190,Y,Y,Y,Doom Dooma,AS,2,6,E,No service,No service,EDL /ODA
125053,Y,Y,Y,Fatehabad,HR,2,2,B,No service,No service,EDL /ODA
532425,Y,Y,Y,Narasannapeta,AP,3,4,D2,No service,No service,EDL /ODA
